id	name	isLeaf	pId	deep	parentID
uNX8YyI5EYB	Delta Opioid Peptide Receptors	True	VErrzLZz1pF	5	VErrzLZz1pF
KOZnHzm57JH	Kappa Opioid Receptors	True	VErrzLZz1pF	5	VErrzLZz1pF
jQQuTJ0hWGD	Mu Opioid Receptors	True	VErrzLZz1pF	5	VErrzLZz1pF
6CqbnWs-Fk7	Nociceptin-Orphanin FQ Peptide Receptor	True	VErrzLZz1pF	5	VErrzLZz1pF
zlZNJVAlT0A	M1 Muscarinic Acetylcholine Receptor	True	OySS1TZQmaH	5	OySS1TZQmaH
0t70QJTQHKA	M2 Muscarinic Acetylcholine Receptor	True	OySS1TZQmaH	5	OySS1TZQmaH
11dcY9l76f_	M3 Muscarinic Acetylcholine Receptor	True	OySS1TZQmaH	5	OySS1TZQmaH
29_Dgx4mu1-	M4 Muscarinic Acetylcholine Receptor	True	OySS1TZQmaH	5	OySS1TZQmaH
3FirnlLSiL-	M5 Muscarinic Acetylcholine Receptor	True	OySS1TZQmaH	5	OySS1TZQmaH
MIGaoaFbNt7	MT-1 Melatonin Receptor	True	PemrFPsZyNH	5	PemrFPsZyNH
NupwzenUzv6	MT-2 Melatonin Receptor	True	PemrFPsZyNH	5	PemrFPsZyNH
OUNH_iJOZy5	MT-3 Melatonin Receptor	True	PemrFPsZyNH	5	PemrFPsZyNH
2Kn4st39ln-	Melanocortin 1 receptor	True	P5KgtgnFjR-	5	P5KgtgnFjR-
gD-ItpB2BLE	CysLT-1 Leukotriene Receptor	True	pJsgt3W60g8	5	pJsgt3W60g8
jDIjbAU1FR-	H-1 Histamine Receptor	True	I8erBAXcnmB	5	I8erBAXcnmB
kpr5mE2urT9	H-2 Histamine Receptor	True	I8erBAXcnmB	5	I8erBAXcnmB
lPPQyIYoRW8	H-3 Histamine Receptor	True	I8erBAXcnmB	5	I8erBAXcnmB
RBY8z22jDrH	FSH Receptor	True	pPxAXnpITR9	5	pPxAXnpITR9
LvcPppwofG7	LSH Receptor	True	pPxAXnpITR9	5	pPxAXnpITR9
GLoe24R2SxH	Glucagon-like Peptide (GLP) Receptor 1	True	XC9aT-lMkE_	5	XC9aT-lMkE_
Fkd9JI_pg8D	Glucagon-like Peptide (GLP) Receptor 2	True	XC9aT-lMkE_	5	XC9aT-lMkE_
OaP-68yrJE9	ET-A Endothelin Receptor	True	8F91cWCSDQ4	5	8F91cWCSDQ4
gqpiluws1eE	ET-B Endothelin Receptors	True	8F91cWCSDQ4	5	8F91cWCSDQ4
XMVgP792cY8	D1-like Dopamine Receptors	False	hd2tsLIRCPD	5	hd2tsLIRCPD
YumI_wcqjYA	D2-like Dopamine Receptors	False	hd2tsLIRCPD	5	hd2tsLIRCPD
Wkw8VzpVZQ4	D2 Dopamine Receptor	True	YumI_wcqjYA	6	YumI_wcqjYA
VXXPquf7Fm_	D3 Dopamine Receptor	True	YumI_wcqjYA	6	YumI_wcqjYA
UK-h-pVhy7G	D4 Dopamine Receptor	True	YumI_wcqjYA	6	YumI_wcqjYA
WP4BSCV8l68	D1 Dopamine Receptor	True	XMVgP792cY8	6	XMVgP792cY8
SbTMjvsTYR6	D5 Dopamine Receptor	True	XMVgP792cY8	6	XMVgP792cY8
qzvROxvhBk5	CRF-1 Corticotropin-Releasing Factor Receptor	True	DuK17CY4GZE	5	DuK17CY4GZE
rvzUTPaD4C_	CRF-2 Corticotropin-Releasing Factor Receptor	True	DuK17CY4GZE	5	DuK17CY4GZE
OMwW2aiCAE_	CC Chemokine Receptors	False	DZSWgauGbQB	5	DZSWgauGbQB
Ku9I2vp0UM-	CXC Chemokine Receptors	False	DZSWgauGbQB	5	DZSWgauGbQB
L7VgorFH3xF	CXCR1 Chemokine Receptor	True	Ku9I2vp0UM-	6	Ku9I2vp0UM-
MJ90owUwzYF	CXCR2 Chemokine Receptor	True	Ku9I2vp0UM-	6	Ku9I2vp0UM-
BICqsbMc3LF	CC Chemokine Receptor type 4 (CCR4)	True	OMwW2aiCAE_	6	OMwW2aiCAE_
EjbGw1XQnTF	CB-1 Cannabinoid Receptor	True	0TdV0mLxGK5	5	0TdV0mLxGK5
FFtufr2DuT5	CB-2 Cannabinoid Receptor	True	0TdV0mLxGK5	5	0TdV0mLxGK5
DHwRp1a3J7B	Adrenomedullin Receptor	True	3t2E5zXktL6	5	3t2E5zXktL6
CJ_zVB7VIHH	Amylin Receptor	True	3t2E5zXktL6	5	3t2E5zXktL6
0M-4zBRDBDC	Calcitonin Gene-Related Peptide Receptor	True	3t2E5zXktL6	5	3t2E5zXktL6
17bXAL1N1wH	Calcitonin Receptors	True	3t2E5zXktL6	5	3t2E5zXktL6
vPwH57LuwEH	AT-1 Angiotensin Receptors	True	_ItHhyRTYq_	5	_ItHhyRTYq_
Zql2TqB-bv8	AT-2 Angiotensin Receptor	True	_ItHhyRTYq_	5	_ItHhyRTYq_
wTLZM5eaMWH	Alpha Adrenoceptors	False	-VW30v7sLkC	5	-VW30v7sLkC
U_S89_fl2BD	Beta Adrenoceptors	False	-VW30v7sLkC	5	-VW30v7sLkC
dKbA_GXFj-G	Beta-1 Adrenoceptor	True	U_S89_fl2BD	6	U_S89_fl2BD
crsn14y8PXC	Beta-2 Adrenoceptor	True	U_S89_fl2BD	6	U_S89_fl2BD
bM-OsqO08v9	Beta-3 Adrenoceptor	True	U_S89_fl2BD	6	U_S89_fl2BD
e6flLvFa42B	Alpha-1 Adrenoceptors	False	wTLZM5eaMWH	6	wTLZM5eaMWH
dduKFb0LSt4	Alpha-2 Adrenoceptors	False	wTLZM5eaMWH	6	wTLZM5eaMWH
e08iH-uz_Z7	Alpha-2A Adrenoceptor	True	dduKFb0LSt4	7	dduKFb0LSt4
k7B7uXx_5C7	Alpha-2B Adrenoceptors	True	dduKFb0LSt4	7	dduKFb0LSt4
gEByWmUKnF6	Alpha-2C Adrenoceptor	True	dduKFb0LSt4	7	dduKFb0LSt4
gYIDu-eauF-	Alpha-1A Adrenoceptor	True	e6flLvFa42B	7	e6flLvFa42B
jwu5EbXcJH8	Alpha-1D Adrenoceptor	True	e6flLvFa42B	7	e6flLvFa42B
ct5jiZdPxK5	A-1 Adenosine Receptor	True	KdoqNDCb48_	5	KdoqNDCb48_
A5JwybYLuZ6	A-2 Adenosine Receptors	False	KdoqNDCb48_	5	KdoqNDCb48_
e5AR5hhC9PH	A-3 Adenosine Receptor	True	KdoqNDCb48_	5	KdoqNDCb48_
yju15KGwH5A	A-2A Adenosine Receptor	True	A5JwybYLuZ6	6	A5JwybYLuZ6
zxVK6PVZEgA	A-2B Adenosine Receptor	True	A5JwybYLuZ6	6	A5JwybYLuZ6
mS3v3_XUOYF	5-HT-1 Receptors	False	sKpU2mQLDmB	5	sKpU2mQLDmB
lt58CH68h74	5-HT-2 Receptors	False	sKpU2mQLDmB	5	sKpU2mQLDmB
kI8JOOcl1e8	5-HT-3 Receptors	True	sKpU2mQLDmB	5	sKpU2mQLDmB
jj-WZV-NJCA	5-HT-4 Receptors	True	sKpU2mQLDmB	5	sKpU2mQLDmB
i-Akkcg2clD	5-HT-5 Receptors	True	sKpU2mQLDmB	5	sKpU2mQLDmB
g0F-6qkHEs6	5-HT-7 Receptors	True	sKpU2mQLDmB	5	sKpU2mQLDmB
Q6rfu9XEA9G	5-HT-2A Receptor	True	lt58CH68h74	6	lt58CH68h74
PlGcoJGQlIG	5-HT-2B Receptor	True	lt58CH68h74	6	lt58CH68h74
OQhYiV0bKUF	5-HT-2C Receptor	True	lt58CH68h74	6	lt58CH68h74
QLZ0gIY5FAH	5-HT-1A Receptor	True	mS3v3_XUOYF	6	mS3v3_XUOYF
P2zwaUGFrLG	5-HT-1B Receptor	True	mS3v3_XUOYF	6	mS3v3_XUOYF
NMppOsic1iE	5-HT-1D Receptor	True	mS3v3_XUOYF	6	mS3v3_XUOYF
M3DmI4QoauD	5-HT-1E Receptor	True	mS3v3_XUOYF	6	mS3v3_XUOYF
LieiCE_z_5C	5-HT-1F Receptor	True	mS3v3_XUOYF	6	mS3v3_XUOYF
MacV7kCJI2-	Adhesion proteins	False	0EI5zSKofS8	3	0EI5zSKofS8
1XUkdlO14_A	Antiapoptotic protein	False	0EI5zSKofS8	3	0EI5zSKofS8
RdyYwaGqnu-	Colony-stimulating Factors (CSFs)	False	0EI5zSKofS8	3	0EI5zSKofS8
69GyQHqJJNC	Complement protein C5	True	0EI5zSKofS8	3	0EI5zSKofS8
-q7MBYzcOa8	Cytokines	False	0EI5zSKofS8	3	0EI5zSKofS8
O17Lu8t-bxC	Exportin 1 (XPO1)	True	0EI5zSKofS8	3	0EI5zSKofS8
Q66pAsdlYK9	Growth Factor Receptors	False	0EI5zSKofS8	3	0EI5zSKofS8
m_bAUAGUpEF	Growth factors	False	0EI5zSKofS8	3	0EI5zSKofS8
WohNLF3qo7B	Integrin lymphocyte function-associated antigen-1	True	0EI5zSKofS8	3	0EI5zSKofS8
eY8KEg4Ov87	Interleukins	False	0EI5zSKofS8	3	0EI5zSKofS8
M6vjWsoX6DF	Orthopoxvirus VP37 envelope wrapping protein	True	0EI5zSKofS8	3	0EI5zSKofS8
Z9iEpKqd14_	P-selectin	True	0EI5zSKofS8	3	0EI5zSKofS8
5dr68k5ucLD	Programmed death ligand-1 (PD-L1)	True	0EI5zSKofS8	3	0EI5zSKofS8
odoOzhdILZ9	Proprotein Convertase Subtilisin Kexin Type 9 (PCSK9)	True	0EI5zSKofS8	3	0EI5zSKofS8
H6PoUmx5Wu9	Sclerostin	True	0EI5zSKofS8	3	0EI5zSKofS8
x0eiepZLZLC	Signaling Lymphocytic Activation Molecule Family member 7 (SLAMF7) protein	True	0EI5zSKofS8	3	0EI5zSKofS8
RbWDIKuFHiE	Smoothened	True	0EI5zSKofS8	3	0EI5zSKofS8
Koh-4CWQoJ8	TGF-beta superfamily ligands	True	0EI5zSKofS8	3	0EI5zSKofS8
iLfFJuisv58	Transport proteins	False	0EI5zSKofS8	3	0EI5zSKofS8
